1000 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 364 | 100          | 0,0000210       | 0,0001506     | -0,0001296    | 617,2 
 365 | 100          | 0,0000230       | 0,0001481     | -0,0001251    | 543,9 
 366 | 100          | 0,0000223       | 0,0001458     | -0,0001235    | 553,8 
 367 | 100          | 0,0000238       | 0,0001200     | -0,0000962    | 404,2 
 368 | 100          | 0,0000192       | 0,0000549     | -0,0000357    | 185,9 
 369 | 100          | 0,0000189       | 0,0000531     | -0,0000342    | 181,0 
 370 | 100          | 0,0000178       | 0,0000506     | -0,0000328    | 184,3 
 371 | 100          | 0,0000179       | 0,0000501     | -0,0000322    | 179,9 
 372 | 100          | 0,0000192       | 0,0000541     | -0,0000349    | 181,8 
 373 | 100          | 0,0000183       | 0,0000556     | -0,0000373    | 203,8 
 374 | 100          | 0,0000181       | 0,0000508     | -0,0000327    | 180,6 
 375 | 100          | 0,0000190       | 0,0000534     | -0,0000344    | 181,1 
 376 | 100          | 0,0000267       | 0,0000795     | -0,0000528    | 197,8 
 377 | 100          | 0,0000225       | 0,0000613     | -0,0000388    | 172,4 
 378 | 100          | 0,0000192       | 0,0000548     | -0,0000356    | 185,4 
 379 | 100          | 0,0000362       | 0,0001531     | -0,0001169    | 322,9 
 380 | 100          | 0,0000258       | 0,0000755     | -0,0000497    | 192,6 
 381 | 100          | 0,0000237       | 0,0053648     | -0,0053411    | 22536,3 
 382 | 100          | 0,0006954       | 0,0100161     | -0,0093207    | 1340,3 
 383 | 100          | 0,0000480       | 0,0007783     | -0,0007303    | 1521,5 
 384 | 100          | 0,0000405       | 0,0010626     | -0,0010221    | 2523,7 
 385 | 100          | 0,0000458       | 0,0010196     | -0,0009738    | 2126,2 
 386 | 100          | 0,0000288       | 0,0010334     | -0,0010046    | 3488,2 
 387 | 100          | 0,0000296       | 0,0005169     | -0,0004873    | 1646,3 
 388 | 100          | 0,0000306       | 0,0005554     | -0,0005248    | 1715,0 
 389 | 100          | 0,0000244       | 0,0004852     | -0,0004608    | 1888,5 
 390 | 100          | 0,0000467       | 0,0005420     | -0,0004953    | 1060,6 
 391 | 100          | 0,0000225       | 0,0005210     | -0,0004985    | 2215,6 
 392 | 100          | 0,0000256       | 0,0008840     | -0,0008584    | 3353,1 
 393 | 100          | 0,0000256       | 0,0005576     | -0,0005320    | 2078,2 
 394 | 100          | 0,0000408       | 0,0009780     | -0,0009372    | 2297,1 
 395 | 100          | 0,0000273       | 0,0009792     | -0,0009519    | 3486,8 
 396 | 100          | 0,0000243       | 0,0009746     | -0,0009503    | 3910,5 
 397 | 100          | 0,0000219       | 0,0135250     | -0,0135031    | 61658,0 
 398 | 100          | 0,0000297       | 0,0005169     | -0,0004872    | 1640,4 
 399 | 100          | 0,0000234       | 0,0005027     | -0,0004793    | 2048,3 
 400 | 100          | 0,0000235       | 0,0005231     | -0,0004996    | 2126,1 
 401 | 100          | 0,0000280       | 0,0003634     | -0,0003354    | 1197,8 
 402 | 100          | 0,0000240       | 0,0003977     | -0,0003737    | 1557,2 
 403 | 100          | 0,0000287       | 0,0001371     | -0,0001084    | 377,7 
 404 | 100          | 0,0000217       | 0,0001423     | -0,0001206    | 555,8 
 405 | 100          | 0,0000200       | 0,0001237     | -0,0001037    | 518,5 
 406 | 100          | 0,0000220       | 0,0001390     | -0,0001170    | 531,8 
 407 | 100          | 0,0000175       | 0,0000606     | -0,0000431    | 246,3 
 408 | 100          | 0,0000185       | 0,0000560     | -0,0000375    | 202,7 
 409 | 100          | 0,0000181       | 0,0001331     | -0,0001150    | 635,4 
 410 | 100          | 0,0000188       | 0,0001306     | -0,0001118    | 594,6 
 411 | 100          | 0,0000223       | 0,0001355     | -0,0001132    | 507,6 
 412 | 100          | 0,0000227       | 0,0001160     | -0,0000933    | 411,0 
 413 | 100          | 0,0000171       | 0,0001181     | -0,0001010    | 590,6 
 414 | 100          | 0,0000180       | 0,0001166     | -0,0000986    | 547,7 
 415 | 100          | 0,0000185       | 0,0001317     | -0,0001132    | 611,9 
 416 | 100          | 0,0000162       | 0,0001234     | -0,0001072    | 661,7 
 417 | 100          | 0,0000178       | 0,0001274     | -0,0001096    | 615,7 
 418 | 100          | 0,0000184       | 0,0001344     | -0,0001160    | 630,4 
 419 | 100          | 0,0000174       | 0,0001211     | -0,0001037    | 596,0 
 420 | 100          | 0,0000181       | 0,0001290     | -0,0001109    | 612,7 
 421 | 100          | 0,0000171       | 0,0001139     | -0,0000968    | 566,0 
 422 | 100          | 0,0000202       | 0,0001283     | -0,0001081    | 535,1 
 423 | 100          | 0,0000178       | 0,0000658     | -0,0000480    | 269,7 
 424 | 100          | 0,0000172       | 0,0001158     | -0,0000986    | 573,3 
 425 | 100          | 0,0000187       | 0,0000624     | -0,0000437    | 233,7 
 426 | 100          | 0,0000172       | 0,0001299     | -0,0001127    | 655,2 
 427 | 100          | 0,0000192       | 0,0001325     | -0,0001133    | 590,1 
 428 | 100          | 0,0000195       | 0,0001599     | -0,0001404    | 720,0 
 429 | 100          | 0,0000189       | 0,0001308     | -0,0001119    | 592,1 
 430 | 100          | 0,0000249       | 0,0001611     | -0,0001362    | 547,0 
 431 | 100          | 0,0000220       | 0,0001383     | -0,0001163    | 528,6 
 432 | 100          | 0,0000229       | 0,0000718     | -0,0000489    | 213,5 
 433 | 100          | 0,0000201       | 0,0000569     | -0,0000368    | 183,1 
 434 | 100          | 0,0000197       | 0,0000542     | -0,0000345    | 175,1 
 435 | 100          | 0,0000179       | 0,0001090     | -0,0000911    | 509,0 
 436 | 100          | 0,0000192       | 0,0001178     | -0,0000986    | 513,5 
 437 | 100          | 0,0000180       | 0,0001145     | -0,0000965    | 536,1 
 438 | 100          | 0,0000195       | 0,0001306     | -0,0001111    | 569,7 
 439 | 100          | 0,0000200       | 0,0001255     | -0,0001055    | 527,5 
 440 | 100          | 0,0000176       | 0,0001152     | -0,0000976    | 554,6 
 441 | 100          | 0,0000179       | 0,0001142     | -0,0000963    | 538,0 
 442 | 100          | 0,0000186       | 0,0001185     | -0,0000999    | 537,1 
 443 | 100          | 0,0000199       | 0,0001296     | -0,0001097    | 551,3 
 444 | 100          | 0,0000211       | 0,0001226     | -0,0001015    | 481,1 
 445 | 100          | 0,0000204       | 0,0001275     | -0,0001071    | 525,0 
 446 | 100          | 0,0000206       | 0,0001180     | -0,0000974    | 472,8 
 447 | 100          | 0,0000199       | 0,0001193     | -0,0000994    | 499,5 
 448 | 100          | 0,0000187       | 0,0001240     | -0,0001053    | 563,1 
 449 | 100          | 0,0000208       | 0,0001340     | -0,0001132    | 544,2 
 450 | 100          | 0,0000198       | 0,0001406     | -0,0001208    | 610,1 
 451 | 100          | 0,0000180       | 0,0001387     | -0,0001207    | 670,6 
 452 | 100          | 0,0000193       | 0,0000823     | -0,0000630    | 326,4 
 453 | 100          | 0,0000190       | 0,0001178     | -0,0000988    | 520,0 
 454 | 100          | 0,0000194       | 0,0001230     | -0,0001036    | 534,0 
 455 | 100          | 0,0000189       | 0,0001394     | -0,0001205    | 637,5 
 456 | 100          | 0,0000198       | 0,0001177     | -0,0000979    | 494,4 
 457 | 100          | 0,0000178       | 0,0000602     | -0,0000424    | 238,2 
 458 | 100          | 0,0000187       | 0,0001229     | -0,0001042    | 557,2 
 459 | 100          | 0,0000172       | 0,0002256     | -0,0002084    | 1211,6 
 460 | 100          | 0,0000229       | 0,0001444     | -0,0001215    | 530,6 
 461 | 100          | 0,0000234       | 0,0001446     | -0,0001212    | 517,9 
 462 | 100          | 0,0000203       | 0,0001657     | -0,0001454    | 716,2 
 463 | 100          | 0,0000232       | 0,0000744     | -0,0000512    | 220,7 
 464 | 100          | 0,0000216       | 0,0001499     | -0,0001283    | 594,0 
 465 | 100          | 0,0000286       | 0,0000966     | -0,0000680    | 237,8 
 466 | 100          | 0,0000276       | 0,0001146     | -0,0000870    | 315,2 
 467 | 100          | 0,0000256       | 0,0000982     | -0,0000726    | 283,6 
 468 | 100          | 0,0000271       | 0,0001610     | -0,0001339    | 494,1 
 469 | 100          | 0,0000188       | 0,0001097     | -0,0000909    | 483,5 
 470 | 100          | 0,0000190       | 0,0000593     | -0,0000403    | 212,1 
 471 | 100          | 0,0000206       | 0,0001036     | -0,0000830    | 402,9 
 472 | 100          | 0,0000176       | 0,0001382     | -0,0001206    | 685,3 
 473 | 100          | 0,0000179       | 0,0000629     | -0,0000450    | 251,4 
 474 | 100          | 0,0000178       | 0,0000971     | -0,0000793    | 445,5 
 475 | 100          | 0,0000187       | 0,0001181     | -0,0000994    | 531,6 
 476 | 100          | 0,0000191       | 0,0001199     | -0,0001008    | 527,7 
 477 | 100          | 0,0000194       | 0,0000953     | -0,0000759    | 391,3 
 478 | 100          | 0,0000191       | 0,0001701     | -0,0001510    | 790,6 
 479 | 100          | 0,0000265       | 0,0001662     | -0,0001397    | 527,2 
 480 | 100          | 0,0000197       | 0,0001506     | -0,0001309    | 664,5 
 481 | 100          | 0,0000193       | 0,0001721     | -0,0001528    | 791,7 
 482 | 100          | 0,0000285       | 0,0006190     | -0,0005905    | 2071,9 
 483 | 100          | 0,0000365       | 0,0004969     | -0,0004604    | 1261,4 
 484 | 100          | 0,0000254       | 0,0003987     | -0,0003733    | 1469,7 
 485 | 100          | 0,0000343       | 0,0003721     | -0,0003378    | 984,9 
 486 | 100          | 0,0000324       | 0,0046326     | -0,0046002    | 14198,6 
 487 | 100          | 0,0000406       | 0,0005454     | -0,0005048    | 1243,4 
 488 | 100          | 0,0000280       | 0,0006129     | -0,0005849    | 2089,0 
 489 | 100          | 0,0000531       | 0,0006592     | -0,0006061    | 1141,4 
 490 | 100          | 0,0000316       | 0,0006636     | -0,0006320    | 2000,0 
 491 | 100          | 0,0000249       | 0,0002498     | -0,0002249    | 903,2 
 492 | 100          | 0,0000238       | 0,0002360     | -0,0002122    | 891,6 
 493 | 100          | 0,0000240       | 0,0002571     | -0,0002331    | 971,3 
 494 | 100          | 0,0000250       | 0,0002531     | -0,0002281    | 912,4 
 495 | 100          | 0,0000283       | 0,0002457     | -0,0002174    | 768,2 
 496 | 100          | 0,0000275       | 0,0002591     | -0,0002316    | 842,2 
 497 | 100          | 0,0000211       | 0,0001651     | -0,0001440    | 682,5 
 498 | 100          | 0,0000277       | 0,0002389     | -0,0002112    | 762,5 
 499 | 100          | 0,0000216       | 0,0002153     | -0,0001937    | 896,7 
 500 | 100          | 0,0000220       | 0,0001114     | -0,0000894    | 406,4 
 501 | 100          | 0,0000215       | 0,0000964     | -0,0000749    | 348,4 
 502 | 100          | 0,0000259       | 0,0000914     | -0,0000655    | 252,9 
 503 | 100          | 0,0000181       | 0,0000965     | -0,0000784    | 433,1 
 504 | 100          | 0,0000255       | 0,0002522     | -0,0002267    | 889,0 
 505 | 100          | 0,0000268       | 0,0001013     | -0,0000745    | 278,0 
 506 | 100          | 0,0000190       | 0,0001051     | -0,0000861    | 453,2 
 507 | 100          | 0,0000246       | 0,0000862     | -0,0000616    | 250,4 
 508 | 100          | 0,0000207       | 0,0000998     | -0,0000791    | 382,1 
 509 | 100          | 0,0000216       | 0,0001034     | -0,0000818    | 378,7 
 510 | 100          | 0,0000201       | 0,0000913     | -0,0000712    | 354,3 
 511 | 100          | 0,0000183       | 0,0000933     | -0,0000750    | 409,8 
 512 | 100          | 0,0000265       | 0,0001052     | -0,0000787    | 297,0 
 513 | 100          | 0,0000260       | 0,0000917     | -0,0000657    | 252,7 
 514 | 100          | 0,0000189       | 0,0000961     | -0,0000772    | 408,4 
 515 | 100          | 0,0000245       | 0,0000898     | -0,0000653    | 266,5 
 516 | 100          | 0,0000236       | 0,0000879     | -0,0000643    | 272,5 
 517 | 100          | 0,0000366       | 0,0000945     | -0,0000579    | 158,2 
 518 | 100          | 0,0000285       | 0,0000927     | -0,0000642    | 225,3 
 519 | 100          | 0,0000226       | 0,0000887     | -0,0000661    | 292,5 
 520 | 100          | 0,0000148       | 0,0000929     | -0,0000781    | 527,7 
 521 | 100          | 0,0000208       | 0,0000927     | -0,0000719    | 345,7 
 522 | 100          | 0,0000215       | 0,0000889     | -0,0000674    | 313,5 
 523 | 100          | 0,0000168       | 0,0000962     | -0,0000794    | 472,7 
 524 | 100          | 0,0000148       | 0,0000926     | -0,0000778    | 525,7 
 525 | 100          | 0,0000151       | 0,0001656     | -0,0001505    | 996,7 
 526 | 100          | 0,0000251       | 0,0002635     | -0,0002384    | 949,8 
 527 | 100          | 0,0000156       | 0,0001964     | -0,0001808    | 1159,0 
 528 | 100          | 0,0000180       | 0,0001135     | -0,0000955    | 530,6 
 529 | 100          | 0,0000246       | 0,0002019     | -0,0001773    | 720,7 
 530 | 100          | 0,0000243       | 0,0001220     | -0,0000977    | 402,1 
 531 | 100          | 0,0000203       | 0,0002565     | -0,0002362    | 1163,5 
 532 | 100          | 0,0000253       | 0,0002393     | -0,0002140    | 845,9 
 533 | 100          | 0,0000238       | 0,0002207     | -0,0001969    | 827,3 
 534 | 100          | 0,0000243       | 0,0002404     | -0,0002161    | 889,3 
 535 | 100          | 0,0000176       | 0,0001043     | -0,0000867    | 492,6 
 536 | 100          | 0,0000174       | 0,0002260     | -0,0002086    | 1198,9 
 537 | 100          | 0,0000163       | 0,0000991     | -0,0000828    | 508,0 
 538 | 100          | 0,0000170       | 0,0002025     | -0,0001855    | 1091,3 
 539 | 100          | 0,0000254       | 0,0001667     | -0,0001413    | 556,3 
 540 | 100          | 0,0000236       | 0,0001688     | -0,0001452    | 615,3 
 541 | 100          | 0,0000229       | 0,0000974     | -0,0000745    | 325,3 
 542 | 100          | 0,0000232       | 0,0001083     | -0,0000851    | 366,8 
 543 | 100          | 0,0000163       | 0,0001213     | -0,0001050    | 644,2 
 544 | 100          | 0,0000186       | 0,0001718     | -0,0001532    | 823,7 
 545 | 100          | 0,0000217       | 0,0001980     | -0,0001763    | 812,4 
 546 | 100          | 0,0000218       | 0,0001343     | -0,0001125    | 516,1 
 547 | 100          | 0,0000219       | 0,0001581     | -0,0001362    | 621,9 
 548 | 100          | 0,0000204       | 0,0180987     | -0,0180783    | 88614,8 
 549 | 100          | 0,0000280       | 0,0000704     | -0,0000424    | 151,4 
 550 | 100          | 0,0000301       | 0,0001961     | -0,0001660    | 551,5 
 551 | 100          | 0,0000151       | 0,0000558     | -0,0000407    | 269,5 
 552 | 100          | 0,0000152       | 0,0000541     | -0,0000389    | 255,9 
 553 | 100          | 0,0000144       | 0,0000530     | -0,0000386    | 268,1 
 554 | 100          | 0,0000151       | 0,0000498     | -0,0000347    | 229,8 
 555 | 100          | 0,0000169       | 0,0000579     | -0,0000410    | 242,6 
 556 | 100          | 0,0000135       | 0,0000487     | -0,0000352    | 260,7 
 557 | 100          | 0,0000137       | 0,0000507     | -0,0000370    | 270,1 
 558 | 100          | 0,0000141       | 0,0000506     | -0,0000365    | 258,9 
 559 | 100          | 0,0000160       | 0,0000491     | -0,0000331    | 206,9 
 560 | 100          | 0,0000132       | 0,0000468     | -0,0000336    | 254,5 
 561 | 100          | 0,0000143       | 0,0000495     | -0,0000352    | 246,2 
 562 | 100          | 0,0000150       | 0,0000536     | -0,0000386    | 257,3 
 563 | 100          | 0,0000137       | 0,0000504     | -0,0000367    | 267,9 
 564 | 100          | 0,0000143       | 0,0000499     | -0,0000356    | 248,9 
 565 | 100          | 0,0000147       | 0,0000520     | -0,0000373    | 253,7 
 566 | 100          | 0,0000157       | 0,0000488     | -0,0000331    | 210,8 
